CarID,Marca,Modelo,Año,Clase,Tracción,Potencia_hp,Torque_Nm,Peso_kg,0_100_kmh_s,VelMax_kmh,PP,Precio_CR
GT-CAR-01896,Mercedes-Benz,C63 AMG,2000,N300,MR,508.5,455.0,1505,5.51,304,613,187436
GT-CAR-01897,Audi,RS5,1997,N400,FWD,330.9,413.6,1532,6.77,250,395,200226
GT-CAR-01898,Ford,Shelby GT350,2003,N400,AWD,270.6,294.0,1300,6.63,260,395,115902
GT-CAR-01899,Mitsubishi,FTO,1999,N500,FWD,101.4,145.3,1514,8.32,186,193,53211
GT-CAR-01900,Aston Martin,Vanquish,2020,N400,AWD,229.7,327.4,1445,7.67,209,322,99910
GT-CAR-01901,Nissan,March,2018,N300,MR,451.9,510.7,1681,6.43,282,505,175994
GT-CAR-01902,Renault,Clio V6,2020,N500,RWD,90.0,120.0,1416,8.82,180,278,80333
GT-CAR-01903,Aston Martin,Vanquish,2003,N200,FWD,153.7,173.4,1726,9.11,196,231,182543
GT-CAR-01904,Audi,RS6,1990,N100,MR,302.0,371.9,1184,7.29,262,460,173942
GT-CAR-01905,Audi,TT RS,2011,N700,MR,302.8,386.9,1510,6.78,245,389,291427
GT-CAR-01906,Audi,R8,1997,Gr.B,RWD,182.6,226.4,1292,6.87,226,338,161441
GT-CAR-01907,Honda,NSX,1991,Gr.3,RWD,143.3,154.4,1465,7.12,209,290,66313
GT-CAR-01908,Aston Martin,Vantage,2019,Gr.4,AWD,421.0,511.5,1130,7.01,264,513,142610
GT-CAR-01909,Toyota,GR Yaris,1987,N500,MR,398.1,565.2,1482,4.82,249,475,183591
GT-CAR-01910,Ferrari,F40,1986,Gr.3,FWD,194.7,224.5,1310,7.54,234,312,178734
GT-CAR-01911,Ferrari,F40,2016,N300,FWD,256.9,291.2,1303,6.55,242,337,168359
GT-CAR-01912,Mercedes-Benz,AMG GT,1988,N700,RWD,344.2,465.0,1367,7.46,243,542,118310
GT-CAR-01913,Mercedes-Benz,C63 AMG,2022,N600,MR,329.6,346.5,1641,6.39,250,379,171821
GT-CAR-01914,Chevrolet,Corvette C7,1992,N200,AWD,137.2,146.4,1399,8.27,205,286,72947
GT-CAR-01915,Pagani,Huayra,1993,N100,FWD,256.9,312.7,1553,7.4,220,337,96631
GT-CAR-01916,BMW,Z4 M,2005,N500,RWD,163.6,193.0,1335,7.08,201,303,50136
GT-CAR-01917,Audi,TT RS,2005,N300,AWD,320.4,376.7,1637,6.75,244,436,216193
GT-CAR-01918,Alfa Romeo,147 GTA,1989,Gr.3,RWD,289.2,311.0,1381,5.99,239,403,204838
GT-CAR-01919,Honda,Civic Type R,2021,N100,RR,255.2,359.2,1302,6.88,231,354,78972
GT-CAR-01920,Peugeot,206 RC,2018,N700,FWD,253.8,358.7,1489,6.83,254,425,119967
GT-CAR-01921,Nissan,Silvia,2006,N600,AWD,411.1,484.7,1223,5.53,262,496,173205
GT-CAR-01922,Aston Martin,DB11,2023,N500,MR,340.3,445.9,1279,6.43,256,522,180706
GT-CAR-01923,BMW,M4,2020,N700,RWD,416.7,411.7,1074,6.8,271,538,281952
GT-CAR-01924,Nissan,370Z,1996,N200,AWD,239.5,241.1,1409,7.69,232,351,88442
GT-CAR-01925,Honda,Integra Type R,1991,Gr.4,FWD,151.5,168.9,1360,7.42,193,319,75272
GT-CAR-01926,Chevrolet,Camaro ZL1,2015,Gr.4,RR,412.9,442.9,1502,6.49,267,502,137462
GT-CAR-01927,Lamborghini,Huracan,2012,Gr.B,MR,264.5,323.2,1428,6.94,248,358,188344
GT-CAR-01928,Ferrari,488 GTB,2008,N400,AWD,443.9,545.5,1278,5.09,263,564,165907
GT-CAR-01929,Honda,NSX,2003,Gr.3,MR,633.6,789.2,1358,5.51,316,715,245828
GT-CAR-01930,Mercedes-Benz,C63 AMG,2002,N500,MR,90.0,120.0,1484,8.72,212,228,126961
GT-CAR-01931,Citroën,DS3 Racing,2002,N700,AWD,519.7,414.9,1232,6.19,303,630,203536
GT-CAR-01932,Citroën,C4 VTS,1993,Gr.B,FWD,167.4,223.8,1352,8.97,196,308,99947
GT-CAR-01933,Peugeot,508 PSE,1988,N100,FWD,92.3,120.0,1482,7.82,187,284,44217
GT-CAR-01934,Honda,S2000,1991,Gr.3,RR,323.7,466.0,1373,6.05,250,464,175654
GT-CAR-01935,Mitsubishi,Lancer Evo,1986,N700,FWD,140.4,154.3,1640,8.78,195,242,98452
GT-CAR-01936,Porsche,959,2015,Gr.3,AWD,420.1,430.7,1320,6.03,287,459,196372
GT-CAR-01937,Porsche,Cayman GT4,2005,Gr.3,AWD,334.7,448.0,1623,6.52,264,449,133329
GT-CAR-01938,Ferrari,Enzo,1990,Gr.B,MR,282.7,371.8,1788,7.09,240,323,125200
GT-CAR-01939,Lamborghini,Diablo,1986,Gr.3,FWD,152.8,172.4,1433,7.84,222,311,142852
GT-CAR-01940,BMW,M4,1987,Gr.4,MR,309.0,324.7,1399,7.92,243,423,220994
GT-CAR-01941,Toyota,86,1989,Gr.B,MR,219.6,261.5,1336,7.49,236,397,126221
GT-CAR-01942,Toyota,Supra,2018,Gr.4,MR,423.7,498.1,1381,5.9,271,536,167002
GT-CAR-01943,Toyota,Supra,2020,N700,MR,364.0,461.6,1271,5.9,252,476,266207
GT-CAR-01944,Ferrari,F40,1999,N100,MR,471.2,551.4,1510,6.07,282,540,179211
GT-CAR-01945,Ford,GT,1997,N100,AWD,418.1,588.7,1532,6.28,265,470,132563
GT-CAR-01946,Ford,Mustang GT,1994,Gr.B,MR,467.5,531.1,1398,5.95,277,545,175009
GT-CAR-01947,Mercedes-Benz,E63 AMG,2008,Gr.B,RR,340.3,450.5,1401,6.95,256,427,235939
GT-CAR-01948,Mitsubishi,Lancer Evo,1999,N200,FWD,119.6,171.7,1187,7.06,205,287,122683
GT-CAR-01949,Mazda,Mazda6 MPS,2005,N700,MR,247.1,306.3,1649,6.91,222,369,87324
GT-CAR-01950,Lamborghini,Huracan,2010,N400,RWD,284.6,359.9,1418,7.16,259,403,258593
GT-CAR-01951,Subaru,Impreza WRX,2019,N400,FWD,274.7,345.2,1175,7.86,218,373,228084
GT-CAR-01952,BMW,M3,1994,N300,MR,736.9,908.6,1344,4.35,362,832,279990
GT-CAR-01953,Pagani,Huayra,1994,Gr.4,FWD,240.0,274.6,1283,7.72,222,364,198910
GT-CAR-01954,Nissan,Fairlady Z,2023,N500,RWD,363.6,333.6,1149,6.42,256,505,175939
GT-CAR-01955,Honda,Integra Type R,1999,Gr.4,MR,239.1,335.3,1302,7.61,242,381,102614
GT-CAR-01956,Audi,RS5,2004,N500,AWD,383.1,510.7,1340,6.5,281,440,128071
GT-CAR-01957,Nissan,370Z,1999,Gr.4,MR,493.1,675.7,1427,6.46,311,564,231210
GT-CAR-01958,Pagani,Zonda,1986,N200,AWD,215.0,237.3,1209,7.71,234,359,151790
GT-CAR-01959,Citroën,DS3 Racing,2014,N700,MR,294.8,445.0,1748,6.1,224,354,77726
GT-CAR-01960,Honda,Integra Type R,1988,N500,MR,514.3,618.9,1462,5.7,296,635,356046
GT-CAR-01961,Porsche,911 Turbo,2011,N100,AWD,365.4,485.3,1080,5.99,255,523,493045
GT-CAR-01962,Mercedes-Benz,C63 AMG,2013,Gr.B,RR,512.9,717.8,1324,5.99,273,612,132564
GT-CAR-01963,Lamborghini,Huracan,1989,N500,RWD,405.8,597.4,1554,5.22,274,468,190763
GT-CAR-01964,Mazda,Miata MX-5,1989,N500,AWD,438.8,549.3,1259,5.75,258,584,335929
GT-CAR-01965,McLaren,MP4-12C,1991,N100,FWD,229.3,285.3,1561,6.64,231,298,97301
GT-CAR-01966,Chevrolet,Corvette C7,2005,N700,FWD,185.7,271.4,1464,7.58,217,305,62883
GT-CAR-01967,BMW,M5,2014,N600,RWD,362.3,332.8,1521,5.83,251,505,126915
GT-CAR-01968,Honda,Prelude,2015,N100,AWD,309.0,399.4,1441,6.23,246,475,111642
GT-CAR-01969,BMW,M3,2006,N100,RR,302.9,332.7,1321,6.62,254,369,242108
GT-CAR-01970,Honda,Integra Type R,2024,Gr.3,FWD,246.7,315.5,1237,7.35,234,338,130346
GT-CAR-01971,Bugatti,Chiron,2002,N600,RR,372.0,483.0,1463,5.66,272,490,363780
GT-CAR-01972,Porsche,Cayman GT4,2012,N200,RR,361.8,429.7,1378,6.89,255,453,260467
GT-CAR-01973,Citroën,C4 VTS,2013,Gr.4,FWD,227.9,251.9,1399,7.17,220,367,59373
GT-CAR-01974,Bugatti,Veyron,2013,N600,FWD,238.1,293.3,1296,7.43,224,331,262440
GT-CAR-01975,Toyota,GR Yaris,2009,N500,AWD,225.2,268.7,1527,8.15,222,308,95597
GT-CAR-01976,Peugeot,206 RC,1990,N600,MR,423.7,467.5,1427,6.5,273,491,192730
GT-CAR-01977,Audi,R8,2007,N600,RR,347.5,491.9,1515,5.67,260,454,348552
GT-CAR-01978,Citroën,C4 VTS,2000,N400,RWD,236.1,277.2,1384,7.1,229,346,148273
GT-CAR-01979,Mitsubishi,Lancer Evo,2023,N500,AWD,279.5,377.7,1591,7.47,261,318,137680
GT-CAR-01980,Chevrolet,Corvette,2003,Gr.3,RWD,336.0,332.0,1469,6.24,253,420,96587
GT-CAR-01981,Honda,Civic Type R,2019,Gr.3,FWD,239.2,329.3,1314,7.12,219,362,97506
GT-CAR-01982,Ferrari,F40,1998,N200,RWD,206.4,254.7,1013,6.86,218,390,117333
GT-CAR-01983,Mazda,RX-7,2016,Gr.B,MR,296.6,403.2,1142,6.08,250,431,212750
GT-CAR-01984,Porsche,Cayman GT4,2009,N500,RR,452.2,655.7,1332,5.65,280,556,458181
GT-CAR-01985,Ferrari,Enzo,2013,N600,AWD,229.3,261.2,1277,7.25,241,368,341412
GT-CAR-01986,Lamborghini,Huracan,1995,Gr.3,RWD,152.7,191.3,1299,7.69,203,322,119150
GT-CAR-01987,Lamborghini,Aventador,2000,Gr.4,AWD,374.9,462.4,1146,7.04,275,554,236055
GT-CAR-01988,Ford,Mustang GT,2023,N600,FWD,329.8,427.2,1471,6.54,253,487,147572
GT-CAR-01989,Bugatti,Veyron,2000,N400,AWD,218.9,240.1,1455,8.41,238,285,193223
GT-CAR-01990,Lamborghini,Gallardo,2013,N500,RR,362.4,425.0,1586,5.32,246,468,211325
GT-CAR-01991,Toyota,Supra,2014,Gr.4,RR,446.2,560.9,1520,5.96,281,499,232824
GT-CAR-01992,Peugeot,206 RC,2006,Gr.4,FWD,262.3,344.8,1411,6.85,225,339,93728
GT-CAR-01993,Ferrari,488 GTB,2019,Gr.B,AWD,319.4,412.9,1419,5.76,243,391,128428
GT-CAR-01994,Honda,S2000,1985,N500,AWD,359.1,503.6,1446,6.38,269,471,135460
GT-CAR-01995,Mazda,RX-7,1985,N700,RR,208.0,286.1,1516,6.85,210,309,93874
GT-CAR-01996,Mercedes-Benz,AMG GT,2009,Gr.B,MR,425.5,532.8,1340,5.97,276,526,192009
GT-CAR-01997,Honda,Integra Type R,2004,N300,RWD,366.7,425.2,1438,5.52,230,474,173221
GT-CAR-01998,Mazda,RX-7,2023,N100,MR,538.1,618.0,1130,4.97,327,651,173641
GT-CAR-01999,Mitsubishi,Lancer Evo,1990,Gr.B,AWD,442.1,497.7,1639,6.53,283,452,242925
GT-CAR-02000,Nissan,GT-R,2005,N600,AWD,309.0,417.1,1566,6.23,257,376,110022
GT-CAR-02001,Mitsubishi,Lancer Evo,1989,N600,AWD,238.8,289.5,1334,7.18,223,303,129384
GT-CAR-02002,Renault,R.S. 01,2013,N400,RR,418.2,395.6,1543,6.01,275,522,163088
GT-CAR-02003,Mercedes-Benz,C63 AMG,2020,N300,AWD,430.5,475.8,1153,5.93,299,574,320498
GT-CAR-02004,Peugeot,508 PSE,2021,N500,FWD,156.5,187.7,1233,6.89,178,262,92382
GT-CAR-02005,Ford,GT,2014,N100,RWD,306.2,366.7,1399,6.94,260,466,86576
GT-CAR-02006,Honda,Integra Type R,2006,N400,RWD,366.2,419.4,1246,5.49,266,488,185258
GT-CAR-02007,Toyota,MR2,1988,N100,MR,164.9,222.5,1395,6.93,181,324,98546
GT-CAR-02008,Mazda,Mazda3 MPS,2002,N500,FWD,244.9,349.6,1381,7.14,222,394,117647
GT-CAR-02009,Peugeot,508 PSE,1995,N600,RR,591.3,643.7,1299,5.25,330,702,398937
GT-CAR-02010,Subaru,Levorg,1990,Gr.3,MR,418.3,511.1,1488,5.18,259,462,309790
GT-CAR-02011,McLaren,720S,1993,N100,FWD,250.8,308.8,1488,7.24,234,384,204807
GT-CAR-02012,Toyota,Celica,2012,Gr.4,FWD,168.4,216.8,1474,8.97,206,301,68732
GT-CAR-02013,Subaru,Impreza WRX,2013,Gr.4,AWD,291.2,300.8,1292,7.72,220,377,196611
GT-CAR-02014,Citroën,DS3 Racing,1997,N600,FWD,275.0,279.6,1426,7.27,242,361,114364
GT-CAR-02015,Nissan,March,2007,Gr.3,FWD,243.0,332.5,1276,7.11,224,405,105836
GT-CAR-02016,Subaru,Legacy B4,2010,N100,MR,286.3,371.9,1534,6.16,245,359,118743
GT-CAR-02017,Toyota,Chaser,2006,N700,RWD,287.2,388.8,1350,7.21,256,424,105869
GT-CAR-02018,Mazda,RX-7,2020,N500,RWD,363.7,409.9,1413,6.75,259,461,149007
GT-CAR-02019,Toyota,Celica,2022,Gr.3,RR,356.6,352.0,1436,7.12,262,433,135269
GT-CAR-02020,BMW,M4,2018,N600,AWD,312.6,351.7,1475,6.78,255,392,332491
GT-CAR-02021,Porsche,911 Turbo,1996,Gr.4,FWD,296.7,374.3,1456,6.86,241,442,195378
GT-CAR-02022,BMW,M3,1992,N300,AWD,123.8,159.8,1268,7.54,214,259,124107
GT-CAR-02023,Honda,NSX,1998,Gr.4,RWD,356.5,422.1,1311,6.47,275,434,139767
GT-CAR-02024,BMW,M4,2022,N100,RWD,326.7,417.0,1323,6.12,282,448,126890
GT-CAR-02025,Honda,Prelude,2005,N200,RWD,289.6,304.3,1491,6.64,241,420,243411
GT-CAR-02026,Toyota,Chaser,2022,Gr.B,MR,310.2,274.8,1614,6.78,244,426,146661
GT-CAR-02027,Nissan,March,2004,Gr.3,MR,454.3,411.5,1225,6.15,290,566,330178
GT-CAR-02028,Toyota,Supra,2009,Gr.4,RWD,163.6,167.3,1333,7.61,205,326,168688
GT-CAR-02029,Porsche,911 GT3,1987,Gr.B,FWD,244.6,287.0,1730,7.21,242,369,214099
GT-CAR-02030,Ford,Focus RS,1997,Gr.4,RWD,201.8,217.3,1531,6.23,228,284,89753
GT-CAR-02031,Bugatti,Veyron,1986,N600,AWD,309.2,307.1,1426,6.52,256,423,383470
GT-CAR-02032,Ford,Mustang GT,2004,N200,RR,292.6,428.1,1430,5.93,228,362,186832
GT-CAR-02033,Mercedes-Benz,E63 AMG,2023,N700,MR,383.9,400.6,1339,5.01,287,439,183147
GT-CAR-02034,Citroën,C4 VTS,1995,N600,RR,504.5,589.5,1718,4.97,299,525,253322
GT-CAR-02035,Subaru,Impreza WRX,2018,N300,FWD,243.9,261.5,1437,7.42,236,387,137007
GT-CAR-02036,Mercedes-Benz,C63 AMG,1988,N700,FWD,283.6,289.2,1568,6.82,262,407,173656
GT-CAR-02037,Toyota,GR Yaris,1995,N400,AWD,356.7,392.1,1350,6.63,269,447,289626
GT-CAR-02038,Renault,R.S. 01,1995,N500,RWD,369.4,531.1,1373,6.87,279,460,139911
GT-CAR-02039,Alfa Romeo,4C,2018,N600,FWD,179.7,242.2,1346,7.28,193,322,96927
GT-CAR-02040,Honda,Integra Type R,2000,N700,RR,338.3,374.6,1682,6.83,234,448,126406
GT-CAR-02041,Audi,RS6,2021,N300,MR,688.1,723.0,1336,3.64,341,753,241500
GT-CAR-02042,Mitsubishi,Lancer Evo,1997,N500,RWD,380.9,480.3,1402,5.99,268,456,199919
GT-CAR-02043,McLaren,650S,2000,N600,AWD,323.5,369.1,1364,7.29,257,431,132948
GT-CAR-02044,Toyota,MR2,2000,N200,MR,534.9,683.2,1540,6.3,310,613,167128
GT-CAR-02045,Subaru,Impreza WRX,2000,N300,RWD,230.3,278.8,1407,7.46,206,318,194818
GT-CAR-02046,Ford,GT,2001,N300,FWD,312.4,241.5,1394,6.19,254,427,251360
GT-CAR-02047,Nissan,370Z,2021,N600,AWD,475.3,578.1,1431,5.19,295,598,303613
GT-CAR-02048,BMW,M5,1985,N100,AWD,428.1,293.4,1483,5.35,264,508,228185
GT-CAR-02049,Peugeot,208 GTi,1988,N300,RWD,328.5,365.3,1460,6.4,267,410,138260
GT-CAR-02050,Chevrolet,Corvette,1987,N700,AWD,403.3,622.8,1541,5.84,255,439,337167
GT-CAR-02051,Citroën,C4 VTS,2018,N300,AWD,368.1,488.2,1231,5.62,269,458,113962
GT-CAR-02052,Audi,RS5,2024,N700,AWD,318.5,387.6,1128,7.31,255,416,183154
GT-CAR-02053,Mitsubishi,3000GT,2016,N200,AWD,281.6,385.8,1585,7.26,260,398,113123
GT-CAR-02054,Porsche,911 GT3,1990,N400,MR,448.3,560.9,1272,7.03,291,539,237011
GT-CAR-02055,Mazda,Mazda6 MPS,2021,N100,RR,365.4,459.7,1510,7.33,286,461,140735
GT-CAR-02056,Chevrolet,Corvette Z06,1995,N100,FWD,245.6,286.2,1444,7.52,233,385,126015
GT-CAR-02057,Mercedes-Benz,E63 AMG,2019,N200,MR,489.7,660.7,1567,5.55,309,559,319617
GT-CAR-02058,Audi,TT RS,2022,N500,FWD,305.1,346.4,1367,7.58,269,406,295616
GT-CAR-02059,Mercedes-Benz,A45 AMG,2017,N100,RR,363.9,491.5,1295,6.93,253,502,189892
GT-CAR-02060,Lamborghini,Aventador,2018,N300,RWD,367.3,477.0,1469,6.64,254,454,308069
GT-CAR-02061,Lamborghini,Huracan,2019,N700,RWD,314.9,397.8,1487,6.81,239,404,346361
GT-CAR-02062,Ferrari,F40,2007,Gr.B,FWD,208.8,227.3,1508,7.26,237,303,115617
GT-CAR-02063,Mazda,RX-7,2013,N700,MR,609.6,658.9,1404,4.38,323,693,457680
GT-CAR-02064,Peugeot,206 RC,1986,N400,RR,425.0,404.2,1334,6.45,271,563,196866
GT-CAR-02065,BMW,1M Coupe,1988,N700,AWD,424.4,431.4,1657,5.32,290,514,203143
GT-CAR-02066,Honda,Integra Type R,2019,Gr.4,MR,395.8,545.9,1410,5.73,268,468,201542
GT-CAR-02067,Porsche,Cayman GT4,2019,N500,MR,423.5,463.9,1415,6.73,277,547,262749
GT-CAR-02068,Chevrolet,Camaro ZL1,2018,Gr.3,RR,224.3,267.9,1478,7.44,231,350,261164
GT-CAR-02069,Aston Martin,DB11,2002,N700,MR,224.4,252.8,1323,7.55,249,361,129488
GT-CAR-02070,BMW,M3,2002,N300,AWD,546.3,671.9,1298,4.72,321,610,461674
GT-CAR-02071,Alfa Romeo,Giulia QV,2015,N700,MR,499.3,470.2,1353,5.74,294,590,202996
GT-CAR-02072,Ferrari,488 GTB,2020,Gr.4,RWD,251.7,341.2,1418,6.03,240,353,123369
GT-CAR-02073,McLaren,MP4-12C,1987,N600,MR,421.3,513.0,1396,6.8,279,524,222334
GT-CAR-02074,Toyota,86,1990,N400,MR,514.9,656.1,1339,5.49,294,652,158039
GT-CAR-02075,Subaru,Impreza WRX,1987,N600,FWD,90.0,120.0,1532,7.18,200,165,44422
GT-CAR-02076,Honda,NSX,2020,N300,RR,610.2,771.6,1614,4.58,298,718,218030
GT-CAR-02077,Renault,R.S. 01,2012,Gr.3,RR,568.7,767.4,1354,4.22,323,609,361623
GT-CAR-02078,Subaru,BRZ,2003,Gr.3,FWD,245.6,227.1,1308,6.72,207,368,173907
GT-CAR-02079,Ferrari,F40,2000,N400,AWD,317.9,391.4,1466,6.69,263,457,170522
GT-CAR-02080,Toyota,86,1992,N500,RWD,540.7,588.0,1340,5.3,301,646,199555
GT-CAR-02081,Bugatti,Veyron,2023,Gr.4,AWD,214.9,237.8,1434,7.96,207,390,291682
GT-CAR-02082,Mercedes-Benz,C63 AMG,2009,N200,RR,169.9,214.3,1354,7.43,213,308,88680
GT-CAR-02083,Ford,Mustang GT,2001,N500,FWD,235.8,314.4,1460,7.24,233,345,110144
GT-CAR-02084,Honda,Civic Type R,1991,N700,RR,486.6,709.6,1509,5.04,307,615,258652
GT-CAR-02085,Subaru,BRZ,1986,Gr.3,AWD,340.4,457.5,1499,7.26,234,449,171285
GT-CAR-02086,Subaru,Legacy B4,2019,Gr.4,RWD,416.2,512.8,1450,6.11,285,521,238509
GT-CAR-02087,Mercedes-Benz,AMG GT,1987,N500,RR,348.5,380.2,1655,5.7,270,395,232724
GT-CAR-02088,Toyota,GR Yaris,2006,N500,MR,625.4,724.5,1563,4.43,322,717,406016
GT-CAR-02089,Nissan,Skyline GT-R,1996,Gr.4,RR,356.2,459.0,1625,7.0,244,464,254947
GT-CAR-02090,Porsche,959,2017,N400,RWD,460.3,478.4,1203,5.45,277,568,414717
GT-CAR-02091,Chevrolet,Camaro ZL1,2000,Gr.3,AWD,192.5,286.0,1482,7.49,226,403,137288
GT-CAR-02092,Subaru,BRZ,2020,Gr.B,RR,404.4,511.8,1223,6.13,282,532,269612
GT-CAR-02093,Toyota,GR Yaris,2018,N400,RR,492.9,573.0,1262,5.45,295,641,303981
GT-CAR-02094,Ferrari,Enzo,1988,N600,FWD,261.6,326.8,1235,7.59,236,395,279569
GT-CAR-02095,Audi,R8,1992,N500,RWD,225.6,282.2,1481,6.85,232,361,130745
GT-CAR-02096,Audi,TT RS,1996,N100,AWD,294.9,354.4,1202,6.34,248,493,140867
GT-CAR-02097,Mazda,RX-8,2002,N300,AWD,317.5,437.1,1501,6.03,252,428,213986
GT-CAR-02098,Porsche,959,1996,N700,RWD,350.1,387.7,1339,6.23,254,497,234104
GT-CAR-02099,Toyota,MR2,2018,N100,MR,275.7,304.6,1594,7.87,240,358,163468
GT-CAR-02100,Chevrolet,Camaro ZL1,2006,N700,MR,426.4,315.1,1201,7.47,290,566,226872
GT-CAR-02101,Ford,Focus RS,2003,Gr.B,MR,375.1,487.1,1555,5.54,262,440,171669
GT-CAR-02102,Citroën,C4 VTS,1989,Gr.3,MR,296.7,320.0,1511,6.81,237,377,148291
GT-CAR-02103,Chevrolet,Corvette Z06,2021,Gr.4,MR,171.8,199.5,1396,7.64,200,317,127693
GT-CAR-02104,Citroën,DS3 Racing,2003,N700,RR,360.1,458.8,1528,6.27,240,384,153868
GT-CAR-02105,Renault,Megane RS,2002,Gr.3,RR,249.6,251.3,1559,7.19,202,370,120326
GT-CAR-02106,Nissan,Silvia,1998,N500,MR,327.6,329.0,1431,7.23,255,432,119778
GT-CAR-02107,Mercedes-Benz,C63 AMG,2003,Gr.3,RWD,360.1,414.7,1658,5.66,268,411,179151
GT-CAR-02108,Honda,NSX,2008,N200,RR,324.6,365.2,959,6.05,250,505,83066
GT-CAR-02109,Audi,RS5,1988,N100,FWD,164.1,195.8,1567,8.74,226,199,210407
GT-CAR-02110,BMW,1M Coupe,1987,Gr.B,RWD,459.7,514.5,1469,6.21,309,579,264957
GT-CAR-02111,Audi,RS6,2014,N400,MR,503.0,574.7,1474,5.34,298,549,218738
GT-CAR-02112,Honda,Integra Type R,2015,N300,FWD,254.2,274.3,1128,7.03,234,355,87580
GT-CAR-02113,Aston Martin,Vantage,1992,Gr.B,RR,287.2,341.2,1557,6.53,249,353,163364
GT-CAR-02114,Porsche,Cayman GT4,2018,N500,RWD,358.0,375.9,1560,7.23,251,395,290777
GT-CAR-02115,McLaren,720S,2014,N300,MR,435.1,420.4,1469,5.31,274,518,210636
GT-CAR-02116,Mitsubishi,Lancer Evo,2011,Gr.B,RR,221.7,267.8,1409,6.3,207,357,131919
GT-CAR-02117,Porsche,Cayman GT4,2003,Gr.B,MR,344.2,499.0,1406,5.72,257,510,206744
GT-CAR-02118,Citroën,C4 VTS,1990,N600,AWD,90.0,126.3,1476,7.7,192,225,72899
GT-CAR-02119,Nissan,Fairlady Z,1986,N500,RWD,336.6,389.7,1508,6.65,248,406,169440
GT-CAR-02120,Lamborghini,Diablo,2012,Gr.B,AWD,531.3,705.0,1255,4.51,294,662,150248
GT-CAR-02121,Subaru,Impreza WRX,1993,N500,FWD,240.7,345.5,1409,7.73,222,357,139584
GT-CAR-02122,Peugeot,508 PSE,2015,N500,AWD,206.9,232.2,1362,6.85,230,350,236728
GT-CAR-02123,Mitsubishi,3000GT,2011,N300,MR,382.1,558.4,1167,6.75,280,549,201146
GT-CAR-02124,Mitsubishi,FTO,2007,N100,RWD,335.6,395.4,1326,6.07,236,444,261243
GT-CAR-02125,Honda,NSX,2012,N300,RWD,509.8,538.7,1607,5.42,292,592,649427
GT-CAR-02126,Audi,RS6,1986,N400,FWD,206.3,268.7,1385,8.08,208,285,107493
GT-CAR-02127,Honda,Prelude,1997,N100,RR,458.5,572.9,1328,4.79,277,581,158362
GT-CAR-02128,Mercedes-Benz,E63 AMG,2006,N600,RR,249.7,302.4,1371,6.32,211,340,142168
GT-CAR-02129,Audi,R8,1991,Gr.B,MR,558.3,620.0,1152,5.92,325,679,244227
GT-CAR-02130,Honda,Prelude,1991,N100,FWD,227.4,243.9,1249,7.18,247,364,92098
GT-CAR-02131,Ferrari,458 Italia,2014,Gr.B,RR,402.2,578.5,1233,6.24,269,545,157666
GT-CAR-02132,Mercedes-Benz,AMG GT,1995,N400,AWD,256.5,305.5,1540,6.8,231,408,192338
GT-CAR-02133,Subaru,Levorg,1991,N100,AWD,503.4,511.7,1452,4.99,299,564,254005
GT-CAR-02134,Ford,Focus RS,1995,N600,RR,563.7,542.6,1634,4.27,330,616,253393
GT-CAR-02135,Ford,Focus RS,2021,N200,RWD,403.0,503.3,1055,5.99,262,473,238308
GT-CAR-02136,Mazda,RX-8,2015,N400,FWD,110.0,123.6,1368,9.13,207,228,102636
GT-CAR-02137,McLaren,720S,1996,N200,RWD,213.9,244.3,1250,7.54,211,398,151976
GT-CAR-02138,Mazda,RX-7,2019,N700,FWD,217.6,246.5,1536,7.59,207,283,132239
GT-CAR-02139,Mercedes-Benz,A45 AMG,1986,N100,AWD,331.6,366.0,1082,6.79,259,503,348684
GT-CAR-02140,Mercedes-Benz,A45 AMG,2008,N300,RR,420.2,482.7,1294,4.86,273,522,273173
GT-CAR-02141,Porsche,911 Turbo,1986,N300,FWD,257.2,255.2,1287,6.83,234,367,82018
GT-CAR-02142,Toyota,86,2009,Gr.4,RR,223.7,297.3,1498,6.69,219,345,119918
GT-CAR-02143,Subaru,Levorg,1998,Gr.4,RWD,307.4,342.1,1428,8.11,243,389,110510
GT-CAR-02144,Porsche,Cayman GT4,2011,N500,RR,487.3,668.6,1494,6.28,275,584,215187
GT-CAR-02145,Mercedes-Benz,E63 AMG,2020,N600,MR,485.3,623.6,1331,5.9,288,561,185538
GT-CAR-02146,Nissan,Silvia,2010,N300,FWD,123.9,149.0,1636,6.38,218,262,53247
GT-CAR-02147,Nissan,GT-R,1985,N300,MR,509.8,640.3,1206,6.23,296,648,274461
GT-CAR-02148,Peugeot,208 GTi,2019,Gr.B,FWD,288.9,390.3,1556,6.69,258,420,190744
GT-CAR-02149,Nissan,Fairlady Z,1997,Gr.3,RR,428.1,556.5,1603,5.51,283,478,248062
GT-CAR-02150,Ford,Focus RS,2017,N100,MR,268.9,316.4,1532,6.64,225,381,111060
GT-CAR-02151,Peugeot,206 RC,1994,N100,AWD,386.7,484.5,1232,6.63,274,512,112663
GT-CAR-02152,Honda,S2000,2019,N300,AWD,356.6,481.8,1463,6.03,267,407,243336
GT-CAR-02153,Porsche,959,2003,N100,FWD,224.0,229.0,1460,7.91,240,342,172713
GT-CAR-02154,Renault,Megane RS,2021,N200,RR,396.3,600.6,1451,7.26,269,482,131807
